observed_date,market,property,rate_usd,stay_date,los,source,note,basis,rate_type,channel
2026-08-10,kampala,Kabira Country Club,140.0,2026-09-09,2,"kabiracountryclub.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$280 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$140.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kampala,Kabira Country Club,162.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$324 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$162.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kampala,Kampala Serena,268.0,2026-09-09,2,"serenahotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$536 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$268.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kampala,Kampala Serena,241.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$482 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$241.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kampala,Latitude 0 Degrees,136.0,2026-09-09,2,"latitude0degrees.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$272 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$136.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kampala,Latitude 0 Degrees,162.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$324 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$162.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kampala,Mestil Hotel & Residences,182.0,2026-09-09,2,"mestilhotel.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$364 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$182.0. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,kampala,Mestil Hotel & Residences,190.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$380 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$190.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kampala,Pearl of Africa Hotel,250.0,2026-09-09,2,"pearlofafricahotel.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$500 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$250.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kampala,Sheraton Kampala,196.0,2026-09-09,2,"marriott.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$392 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$196.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kampala,Sheraton Kampala,196.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$392 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$196.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,zanzibar,Baraza Resort & Spa,1417.19,2026-09-09,2,"baraza.co.tz direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$2834.38 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1417.19. [basis reused from prior week: AI],AI,international,direct
2026-08-10,zanzibar,Baraza Resort & Spa,1224.5,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$2449 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1224.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,zanzibar,Breezes Beach Club & Spa,471.67,2026-09-09,2,"breezeszanzibar.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$943.34 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$471.67. [basis reused from prior week: HB],HB,international,direct
2026-08-10,zanzibar,Breezes Beach Club & Spa,509.5,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1019 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$509.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,zanzibar,Essque Zalu Zanzibar,250.0,2026-09-09,2,"essquezalu.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$500 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$250.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,zanzibar,Essque Zalu Zanzibar,167.5,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$335 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$167.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,zanzibar,Kilindi Zanzibar,1370.0,2026-09-09,2,"kilindizanzibar.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$2740 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1370.0. [basis reused from prior week: AI],AI,international,direct
2026-08-10,zanzibar,Kilindi Zanzibar,1242.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$2484 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1242.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,zanzibar,Melia Zanzibar,377.89,2026-09-09,2,"melia.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$755.79 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$377.89. [basis reused from prior week: AI],AI,international,direct
2026-08-10,zanzibar,Melia Zanzibar,391.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$782 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$391.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,zanzibar,Mnemba Island Lodge,6000.0,2026-09-09,2,"https://www.andbeyond.com/lodge-editorial/mnemba-island/accommodation/ direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$12000 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$6000.0. [basis reused from prior week: AI],AI,international,direct
2026-08-10,zanzibar,The Residence Zanzibar,392.0,2026-09-09,2,"theresidence.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$784 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$392.0. [basis reused from prior week: HB],HB,international,direct
2026-08-10,zanzibar,The Residence Zanzibar,435.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$870 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$435.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,zanzibar,White Sand Luxury Villas,1600.0,2026-09-09,2,"whitesandvillas.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$3200 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1600.0. [basis reused from prior week: HB],HB,international,direct
2026-08-10,zanzibar,White Sand Luxury Villas,1600.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$3200 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1600.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,zanzibar,Zuri Zanzibar,1160.0,2026-09-09,2,"zurizanzibar.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$2320 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1160.0. [basis reused from prior week: HB],HB,international,direct
2026-08-10,zanzibar,Zuri Zanzibar,1990.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$3980 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1990.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-11,nairobi,Hemingways Nairobi,1013,2026-09-10,2,"Google Hotels via SerpApi, 2026-08-11","Matched 'Hemingways Nairobi' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-11,coast,Serena Beach Resort & Spa,209,2026-09-10,2,"Google Hotels via SerpApi, 2026-08-11","Matched 'Serena Beach Resort & Spa' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-11,coast,Voyager Beach Resort,161,2026-09-10,2,"Google Hotels via SerpApi, 2026-08-11","Matched 'Voyager Beach Resort' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-13,coast,Almanara Luxury Villas,145,2026-09-12,2,"Google Hotels via SerpApi, 2026-08-13","Matched 'Subree Luxury Villas- Nyali - Entire Place' (similarity 0.52); lowest displayed nightly rate, inclusions not stated by Google. Price sources: Booking.com.",UNK,international,ota
2026-08-16,safari,Mara Intrepids,3190,2026-09-15,2,"Siyabona Africa published 2026 rate sheet (kenyasafari.com/pricing_mara-intrepids-masai-mara.html), read 16 Aug 2026","FIRST observation. US$1,595 per person sharing Full Board Plus, 15 Sep-31 Oct 2026 band; stay window 15-17 Sep 2026 falls entirely in that band. Doubled to per-double-room per night, matching the convention used for other Siyabona-sourced safari entries. FB+ = accommodation, all meals and select activities; Mara park fees excluded. CAUTION: an AfricanMecca Safaris summary quotes materially lower pppn figures for the same seasons (~$805-894); that page could not be fetched to verify, so the discrepancy is unresolved and this level should not be quoted as a market level.",FB+,international,direct
2026-08-16,safari,Kichwa Tembo,2530,2026-09-15,2,"Siyabona Africa published 2026 rate sheet (siyabona.com/pricing_kichwa-tembo-tented-camp.html), re-read 16 Aug 2026","US$1,265 per person sharing Fully Inclusive Plus, 01 Jul-31 Oct 2026 band; doubled to per-double-room per night. Rate sheet UNCHANGED from the 29 Jul 2026 read — this is a genuine re-read of the live page, not a carry-forward. Basis unchanged (FI).",FI,international,direct
2026-08-16,safari,Serengeti Serena Safari Lodge,990,2026-09-15,2,"Siyabona Africa published 2026 rate sheet (safari.co.za/pricing_Tanzania_Safari_Lodges-travel/serengeti-serena-lodge.html), re-read 16 Aug 2026","US$990 per unit Full Board, 01 Jun-31 Oct 2026 band; already per-room, no doubling. Rate sheet UNCHANGED from the 29 Jul 2026 read — genuine re-read of the live page. Basis unchanged (FB).",FB,international,direct
2026-08-17,nairobi,Hemingways Nairobi,979,2026-09-16,2,"Google Hotels via SerpApi, 2026-08-17","Matched 'Hemingways Nairobi' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-17,nairobi,Nairobi Serena Hotel,203,2026-09-16,2,"Google Hotels via SerpApi, 2026-08-17","Matched 'Nairobi Serena Hotel' (similarity 1.00); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-17,nairobi,JW Marriott Nairobi,326,2026-09-16,2,"Google Hotels via SerpApi, 2026-08-17","Matched 'JW Marriott Hotel Nairobi' (similarity 0.86); lowest displayed nightly rate, inclusions not stated by Google.",UNK,international,ota
2026-08-17,coast,Almanara Luxury Villas,980.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1960 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,coast,Baobab Beach Resort,315.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$630 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,coast,Diani Reef Beach Resort,201.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$402 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,coast,Jacaranda Indian Ocean Beach Resort,123.83,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$247.66 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,coast,Swahili Beach,289.8,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$579.6 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,coast,The Sands at Nomad,430.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$860 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,safari,Angama Mara,5500.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$11000 / LOS 2. Basis FB (prior; sheet carries no basis column).,FB,international,direct
2026-08-17,safari,Cottar's 1920s Safari Camp,4400.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$8800 / LOS 2. Basis FB (prior; sheet carries no basis column).,FB,international,direct
2026-08-17,safari,Governors' Camp,1996.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",CORRECTED: sheet cell 7984 was double a flat 2-night total (2x1996). Prior per-night stable at 1996 (FB); set flat per OG. Confirm if Sept peak rate genuinely higher.,FB,international,direct
2026-08-17,safari,JW Marriott Masai Mara Lodge,4851.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$9702 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,safari,Mahali Mzuri,5200.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$10400 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,safari,Mara Plains Camp,3490.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$6980 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,safari,Mara Serena Safari Lodge,890.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1780 / LOS 2. Basis FB (prior; sheet carries no basis column).,FB,international,direct
2026-08-17,safari,Olare Mara Kempinski,1941.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$3882 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,safari,Sanctuary Olonana,4900.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$9800 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,safari,andBeyond Bateleur Camp,5190.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$10380 / LOS 2. Basis AI (prior; sheet carries no basis column).,AI,international,direct
2026-08-17,nairobi,Best Western Plus Westlands,120.75,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$241.5 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,nairobi,Fairview Hotel Nairobi,175.1,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$350.2 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,nairobi,JW Marriott Nairobi,376.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$752 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,nairobi,Nairobi Serena Hotel,221.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$442 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,nairobi,Radisson Blu Nairobi,234.3,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$468.6 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,nairobi,Sarova Stanley,235.8,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$471.6 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,nairobi,The Boma Hotel,141.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$282 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,nairobi,Villa Rosa Kempinski,204.43,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$408.86 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakekivu,Cormoran Lodge,105.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$210 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakekivu,Kivu Marina Bay Hotel,184.64,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$369.28 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakekivu,Lake Kivu Serena Hotel,279.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$558 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakekivu,Moriah Hill Resort,140.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$280 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakekivu,Palm Garden Resort,70.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$140 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,lakekivu,Paradise Kivu Resort,100.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$200 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,volcanoes,Bisate Lodge,7590.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$15180 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,Five Volcanoes Boutique Hotel,850.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1700 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,Karenge Bush Camp (Akagera),516.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1032 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,Magashi Camp (Akagera),2794.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$5588 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,Nyungwe House,3770.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$7540 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,One&Only Gorilla's Nest,8260.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$16520 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,Ruzizi Tented Lodge (Akagera),516.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1032 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,Sabyinyo Silverback Lodge,4470.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$8940 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,Singita Kwitonda Lodge,7260.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$14520 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,volcanoes,Virunga Lodge,4410.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$8820 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,kigali,Kigali Marriott,301.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$602 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kigali,Kigali Serena,178.5,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$357 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kigali,Onomo Hotel Kigali,90.86,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$181.72 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kigali,Park Inn by Radisson Kigali,99.84,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$199.68 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kigali,Radisson Blu Hotel & Convention Centre Kigali,199.68,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$399.36 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kigali,The Retreat by Heaven,870.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$1740 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,kigali,Ubumwe Grande,240.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$480 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,safari,Chem Chem Safari Lodge,3360.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$6720 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,safari,Four Seasons Safari Lodge Serengeti,4046.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$8092 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,safari,Mwiba Lodge,5240.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$10480 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,safari,One Nature Nyaruswigwa,5280.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$10560 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,safari,Sayari Tented Camp,5638.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$11276 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,safari,Serengeti Bushtops,2600.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$5200 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,safari,Singita Faru Faru Lodge,6440.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$12880 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,safari,Singita Sasakwa Lodge,7050.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$14100 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,safari,andBeyond Grumeti Serengeti,5040.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$10080 / LOS 2. Basis FI (prior; sheet carries no basis column).,FI,international,direct
2026-08-17,dar_arusha,Dar es Salaam Serena Hotel,199.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$398 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,dar_arusha,Gran Melia Arusha,379.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$758 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,dar_arusha,Hyatt Regency Dar es Salaam,323.25,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$646.5 / LOS 2. Basis BB (prior; sheet carries no basis column).,BB,international,direct
2026-08-17,dar_arusha,Protea Hotel Dar es Salaam Courtyard,155.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$310 / LOS 2. Basis BB (fallback (city); sheet carries no basis column).,BB,international,direct
2026-08-17,dar_arusha,Sea Cliff Hotel,227.0,2026-09-16,2,"OG WK34 collection sheet (property booking engine), stay 16-18 Sep 2026; collected 2026-08-17",Per-night = 2-night total US$454 / LOS 2. Basis BB (fallback (city); sheet carries no basis column).,BB,international,direct
